日期,时段,电价,电力负荷,外送电,备用,光伏,风电
2022/11/26,18:00,233,34379,2000,9655,13,14504
2022/11/26,18:15,233,34675,2000,9468,5,14563
2022/11/26,18:30,233,34533,2000,9835,4,14622
2022/11/26,18:45,233,34291,2000,10060,3,14690
2022/11/26,19:00,203,34285,2000,10050,2,14763
2022/11/26,19:15,203,34262,2000,10077,2,14834
2022/11/26,19:30,203,34080,2000,10267,1,14903
2022/11/26,19:45,203,34032,2000,10390,1,14972
2022/11/26,20:00,196,33873,2000,10548,0,15034
2022/11/26,20:15,196,33928,2000,10518,0,15128
2022/11/26,20:30,196,33950,2000,10544,0,15151
2022/11/26,20:45,196,34025,2000,10458,0,15163
2022/11/26,21:00,168,33916,2000,10553,0,15163
2022/11/26,21:15,168,34215,1875,10460,0,15152
2022/11/26,21:30,168,34512,1750,10517,0,15167
2022/11/26,21:45,168,34383,1625,10671,0,15171
2022/11/26,22:00,147,34265,1500,10739,0,15152
2022/11/26,22:15,147,34083,1375,10728,0,15111
2022/11/26,22:30,147,33949,1250,10899,0,15027
2022/11/26,22:45,147,33763,1125,11101,0,14943
2022/11/26,23:00,119,33609,1000,11185,0,14840
2022/11/26,23:15,119,33458,1000,11095,0,14751
2022/11/26,23:30,119,33368,1000,11115,0,14682
2022/11/26,23:45,119,33219,1000,11335,0,14570
2022/11/26,0:00,166,32975,1000,11569,0,14388
2022/11/27,0:15,166,33341,1000,11998,0,14633
2022/11/27,0:30,166,33352,1000,11966,0,14570
2022/11/27,0:45,166,33409,1000,11945,0,14434
2022/11/27,1:00,186,33368,1000,11883,0,14283
2022/11/27,1:15,186,33312,1000,11926,0,14156
2022/11/27,1:30,186,33250,1000,11940,0,13984
2022/11/27,1:45,186,33283,1000,11907,0,13805
2022/11/27,2:00,223,33317,1000,11808,0,13594
2022/11/27,2:15,223,33294,1000,11800,0,13380
2022/11/27,2:30,223,33281,1000,11759,0,13168
2022/11/27,2:45,223,33225,1000,11696,0,12966
2022/11/27,3:00,272,33182,1000,11679,0,12779
2022/11/27,3:15,272,33212,1000,11619,0,12560
2022/11/27,3:30,272,33164,1000,11552,0,12365
2022/11/27,3:45,272,33164,1000,11462,0,12161
2022/11/27,4:00,318,33127,1000,11362,0,11973
2022/11/27,4:15,318,33189,1000,11223,0,11797
2022/11/27,4:30,318,33195,1000,11166,0,11639
2022/11/27,4:45,318,33237,1000,11108,0,11494
2022/11/27,5:00,346,33282,1000,10979,0,11330
2022/11/27,5:15,346,33412,1000,10778,0,11160
2022/11/27,5:30,346,33451,1000,10658,0,10987
2022/11/27,5:45,346,33575,1000,10468,0,10784
2022/11/27,6:00,370,33665,1000,10300,0,10594
2022/11/27,6:15,370,33864,1000,9961,1,10423
2022/11/27,6:30,370,33883,1000,9847,1,10262
2022/11/27,6:45,370,33995,1000,9625,2,10063
2022/11/27,7:00,394,34030,1000,9497,2,9897
2022/11/27,7:15,394,34047,1125,9316,6,9695
2022/11/27,7:30,394,34161,1250,8907,30,9511
2022/11/27,7:45,394,34210,1375,8698,129,9322
2022/11/27,8:00,416,34104,1500,8709,302,9143
2022/11/27,8:15,416,34129,1625,8577,554,8994
2022/11/27,8:30,416,34174,1750,8515,910,8810
2022/11/27,8:45,416,34208,1875,8489,1332,8639
2022/11/27,9:00,435,34173,2000,8431,1810,8473
2022/11/27,9:15,435,34195,2000,8797,2291,8221
2022/11/27,9:30,435,34130,2000,9084,2782,7932
2022/11/27,9:45,435,34096,2000,8986,3257,7670
2022/11/27,10:00,455,34101,2000,9454,3715,7423
2022/11/27,10:15,455,34219,2000,9515,4073,7186
2022/11/27,10:30,455,34162,2000,9504,4414,6932
2022/11/27,10:45,455,34209,2000,9450,4709,6709
2022/11/27,11:00,430,34145,2000,9469,5008,6509
2022/11/27,11:15,430,34241,1875,9549,5193,6312
2022/11/27,11:30,430,34247,1750,9901,5312,6128
2022/11/27,11:45,430,34191,1625,9865,5432,5944
2022/11/27,12:00,446,34023,1500,10089,5517,5759
2022/11/27,12:15,446,33778,1500,10310,5533,5622
2022/11/27,12:30,446,33770,1500,10597,5488,5501
2022/11/27,12:45,446,33584,1500,10637,5406,5393
2022/11/27,13:00,444,33336,1500,10734,5321,5293
2022/11/27,13:15,444,33504,1500,10509,5202,5152
2022/11/27,13:30,444,33359,1500,10190,5042,5014
2022/11/27,13:45,444,33415,1500,9853,4867,4894
2022/11/27,14:00,648,33539,1500,9515,4619,4804
2022/11/27,14:15,648,33552,1500,9174,4334,4712
2022/11/27,14:30,648,33563,1500,8744,4020,4611
2022/11/27,14:45,648,33749,1500,8139,3673,4512
2022/11/27,15:00,963,33622,1500,7806,3299,4432
2022/11/27,15:15,963,33737,1500,7218,2913,4346
2022/11/27,15:30,963,33505,1500,7035,2523,4277
2022/11/27,15:45,963,33628,1500,6360,2119,4233
2022/11/27,16:00,1319,33793,1500,5659,1695,4200
2022/11/27,16:15,1319,33698,1500,5207,1265,4186
2022/11/27,16:30,1319,33989,1500,4435,919,4186
2022/11/27,16:45,1319,34159,1500,4060,610,4201
2022/11/27,17:00,1495,34302,1500,3783,354,4242
2022/11/27,17:15,1495,34537,1625,3136,179,4265
2022/11/27,17:30,1495,34922,1750,2709,58,4315
2022/11/27,17:45,1495,35064,1875,2389,26,4378
2022/11/27,18:00,1430,35282,2000,2324,9,4470
2022/11/27,18:15,1430,35493,2000,2312,4,4562
2022/11/27,18:30,1430,35437,2000,2638,3,4661
2022/11/27,18:45,1430,35267,2000,2950,2,4784
2022/11/27,19:00,1302,35296,2000,3028,2,4917
2022/11/27,19:15,1302,34918,2000,3540,1,5055
2022/11/27,19:30,1302,35044,2000,3569,1,5143
2022/11/27,19:45,1302,35169,2000,3530,1,5250
2022/11/27,20:00,1242,35156,2000,3609,0,5349
2022/11/27,20:15,1242,35180,2000,3577,0,5521
2022/11/27,20:30,1242,35243,2000,3622,0,5757
2022/11/27,20:45,1242,35277,2000,3734,0,5997
2022/11/27,21:00,1275,35197,2000,4062,0,6272
2022/11/27,21:15,1275,35114,1875,4503,0,6513
2022/11/27,21:30,1275,35049,1750,5156,0,6697
2022/11/27,21:45,1275,34906,1625,5670,0,6926
2022/11/27,22:00,587,34814,1500,6086,0,7176
2022/11/27,22:15,587,34578,1375,6602,0,7350
2022/11/27,22:30,587,34464,1250,7010,0,7502
2022/11/27,22:45,587,34303,1125,7489,0,7682
2022/11/27,23:00,450,34124,1000,7992,0,7855
2022/11/27,23:15,450,33911,1000,8391,0,8050
2022/11/27,23:30,450,33809,1000,8645,0,8211
2022/11/27,23:45,450,33671,1000,8947,0,8370
2022/11/27,0:00,349,33425,1000,9282,0,8493
2022/11/28,0:15,349,34041,1000,8037,0,9398
2022/11/28,0:30,349,34043,1000,8226,0,9698
2022/11/28,0:45,349,34083,1000,8335,0,9916
2022/11/28,1:00,316,34066,1000,8516,0,10110
2022/11/28,1:15,316,33984,1000,8717,0,10328
2022/11/28,1:30,316,33944,1000,8895,0,10530
2022/11/28,1:45,316,33969,1000,9032,0,10753
2022/11/28,2:00,282,33991,1000,9114,0,10961
2022/11/28,2:15,282,33959,1000,9315,0,11162
2022/11/28,2:30,282,33940,1000,9491,0,11355
2022/11/28,2:45,282,33886,1000,9691,0,11539
2022/11/28,3:00,263,33835,1000,9880,0,11694
2022/11/28,3:15,263,33851,1000,9978,0,11880
2022/11/28,3:30,263,33811,1000,10096,0,12044
2022/11/28,3:45,263,33850,1000,10196,0,12196
2022/11/28,4:00,204,33828,1000,10351,0,12336
2022/11/28,4:15,204,33890,1000,10414,0,12475
2022/11/28,4:30,204,33887,1000,10569,0,12618
2022/11/28,4:45,204,33913,1000,10639,0,12753
2022/11/28,5:00,188,33938,1000,10669,0,12875
2022/11/28,5:15,188,34073,1000,10581,0,12988
2022/11/28,5:30,188,34140,1000,10665,0,13106
2022/11/28,5:45,188,34255,1000,10658,0,13216
2022/11/28,6:00,162,34345,1000,10224,0,13332
2022/11/28,6:15,162,34505,1000,10205,1,13446
2022/11/28,6:30,162,34557,1000,10246,1,13558
2022/11/28,6:45,162,34698,1000,10244,2,13670
2022/11/28,7:00,158,34728,1000,10318,2,13799
2022/11/28,7:15,158,34705,1125,10381,5,13955
2022/11/28,7:30,158,34810,1250,10370,36,14124
2022/11/28,7:45,158,34866,1375,10415,178,14286
2022/11/28,8:00,156,34765,1500,10566,409,14433
2022/11/28,8:15,156,34791,1625,10638,724,14578
2022/11/28,8:30,156,34831,1750,10811,1133,14687
2022/11/28,8:45,156,34906,1875,11086,1596,14787
2022/11/28,9:00,72,34862,2000,11358,2109,14866
2022/11/28,9:15,72,34810,2000,11640,2619,14961
2022/11/28,9:30,72,34646,2000,11982,3127,15066
2022/11/28,9:45,72,34644,2000,12562,3636,15153
2022/11/28,10:00,18,34624,2000,12724,4112,15215
2022/11/28,10:15,18,34557,2000,12762,4513,15241
2022/11/28,10:30,18,34746,2000,12762,4885,15266
2022/11/28,10:45,18,34658,2000,12762,5217,15284
2022/11/28,11:00,6,34777,2000,12762,5558,15275
2022/11/28,11:15,6,34712,1875,12762,5828,15239
2022/11/28,11:30,6,34903,1750,12762,6053,15233
2022/11/28,11:45,6,34755,1625,12762,6271,15210
2022/11/28,12:00,27,34562,1500,12762,6438,15189
2022/11/28,12:15,27,34323,1500,12762,6560,15145
2022/11/28,12:30,27,34178,1500,12762,6631,15109
2022/11/28,12:45,27,34084,1500,12762,6656,15074
2022/11/28,13:00,8,34050,1500,12762,6680,15028
2022/11/28,13:15,8,33976,1500,12762,6620,14971
2022/11/28,13:30,8,33909,1500,12762,6492,14897
2022/11/28,13:45,8,33995,1500,12762,6354,14812
2022/11/28,14:00,1,33957,1500,12762,6155,14743
2022/11/28,14:15,1,34033,1500,12762,5899,14675
2022/11/28,14:30,1,34179,1500,12762,5593,14542
2022/11/28,14:45,1,34304,1500,12762,5256,14424
2022/11/28,15:00,19,34221,1500,12762,4866,14294
2022/11/28,15:15,19,34487,1500,12685,4425,14141
2022/11/28,15:30,19,34322,1500,12647,3951,13954
2022/11/28,15:45,19,34424,1500,12647,3415,13771
2022/11/28,16:00,155,34375,1500,12647,2843,13580
2022/11/28,16:15,155,34713,1500,12161,2206,13372
2022/11/28,16:30,155,34697,1500,11655,1652,13143
2022/11/28,16:45,155,35122,1500,11095,1111,12922
2022/11/28,17:00,262,35242,1500,10694,635,12732
2022/11/28,17:15,262,35377,1625,10198,286,12516
2022/11/28,17:30,262,35730,1750,9383,100,12303
2022/11/28,17:45,262,35968,1875,8628,35,12115
2022/11/28,18:00,317,36115,2000,8393,10,11929
2022/11/28,18:15,317,36429,2000,7967,5,11734
2022/11/28,18:30,317,36465,2000,7959,4,11542
2022/11/28,18:45,317,36334,2000,8086,3,11368
2022/11/28,19:00,324,36236,2000,8085,2,11164
2022/11/28,19:15,324,36073,2000,8216,2,10993
2022/11/28,19:30,324,36021,2000,8173,1,10868
2022/11/28,19:45,324,35986,2000,8177,1,10730
2022/11/28,20:00,305,35832,2000,8243,0,10619
2022/11/28,20:15,305,35773,2000,8222,0,10518
2022/11/28,20:30,305,35885,2000,7860,0,10453
2022/11/28,20:45,305,35906,2000,7742,0,10400
2022/11/28,21:00,285,35981,2000,7707,0,10334
2022/11/28,21:15,285,35964,1875,7767,0,10303
2022/11/28,21:30,285,35805,1750,8005,0,10295
2022/11/28,21:45,285,35661,1625,8202,0,10286
2022/11/28,22:00,262,35543,1500,8335,0,10283
2022/11/28,22:15,262,35337,1375,8602,0,10284
2022/11/28,22:30,262,35201,1250,8810,0,10273
2022/11/28,22:45,262,35043,1125,9007,0,10286
2022/11/28,23:00,256,34874,1000,9223,0,10277
2022/11/28,23:15,256,34642,1000,9333,0,10259
2022/11/28,23:30,256,34528,1000,9390,0,10250
2022/11/28,23:45,256,34386,1000,9455,0,10252
2022/11/28,0:00,282,34144,1000,9597,0,10206
2022/11/29,0:15,282,34495,1000,8293,0,10316
2022/11/29,0:30,282,34492,1000,8299,0,10254
2022/11/29,0:45,282,34534,1000,8261,0,10185
2022/11/29,1:00,291,34551,1000,8262,0,10150
2022/11/29,1:15,291,34452,1000,8300,0,10117
2022/11/29,1:30,291,34403,1000,8325,0,10104
2022/11/29,1:45,291,34422,1000,8260,0,10091
2022/11/29,2:00,311,34425,1000,8178,0,10082
2022/11/29,2:15,311,34392,1000,8203,0,10086
2022/11/29,2:30,311,34398,1000,8213,0,10044
2022/11/29,2:45,311,34385,1000,8230,0,9997
2022/11/29,3:00,319,34353,1000,8240,0,9965
2022/11/29,3:15,319,34350,1000,8178,0,9947
2022/11/29,3:30,319,34330,1000,8113,0,9947
2022/11/29,3:45,319,34313,1000,8055,0,9868
2022/11/29,4:00,329,34307,1000,8023,0,9806
2022/11/29,4:15,329,34351,1000,7908,0,9780
2022/11/29,4:30,329,34350,1000,7876,0,9768
2022/11/29,4:45,329,34397,1000,7787,0,9745
2022/11/29,5:00,333,34434,1000,7709,0,9734
2022/11/29,5:15,333,34580,1000,7514,0,9688
2022/11/29,5:30,333,34653,1000,7408,0,9675
2022/11/29,5:45,333,34789,1000,7266,0,9675
2022/11/29,6:00,338,34892,1000,7206,0,9699
2022/11/29,6:15,338,35067,1000,7068,1,9712
2022/11/29,6:30,338,35103,1000,7041,1,9738
2022/11/29,6:45,338,35220,1000,6964,2,9785
2022/11/29,7:00,338,35299,1000,6955,2,9828
2022/11/29,7:15,338,35339,1125,6930,5,9883
2022/11/29,7:30,338,35411,1250,6796,30,9932
2022/11/29,7:45,338,35431,1375,6844,252,10008
2022/11/29,8:00,340,35365,1500,7062,522,10071
2022/11/29,8:15,340,35292,1625,7293,850,10196
2022/11/29,8:30,340,35268,1750,7635,1293,10371
2022/11/29,8:45,340,35202,1875,7961,1804,10538
2022/11/29,9:00,287,34943,2000,8427,2361,10703
2022/11/29,9:15,287,34790,2000,9116,2910,10877
2022/11/29,9:30,287,34734,2000,9814,3454,11110
2022/11/29,9:45,287,34402,2000,10493,3966,11344
2022/11/29,10:00,102,34466,2000,11097,4471,11605
2022/11/29,10:15,102,34075,2000,11746,4897,11850
2022/11/29,10:30,102,34341,2000,12057,5283,12113
2022/11/29,10:45,102,34752,2000,12222,5636,12379
2022/11/29,11:00,10,34504,2000,12222,5986,12636
2022/11/29,11:15,10,34352,1875,12222,6251,12891
2022/11/29,11:30,10,34448,1750,12222,6463,13093
2022/11/29,11:45,10,33349,1625,12222,6672,13300
2022/11/29,12:00,26,32939,1500,12222,6832,13465
2022/11/29,12:15,26,32955,1500,12222,6927,13599
2022/11/29,12:30,26,33367,1500,12222,6963,13691
2022/11/29,12:45,26,33097,1500,12222,6965,13788
2022/11/29,13:00,25,33470,1500,12222,6950,13853
2022/11/29,13:15,25,33109,1500,12222,6882,13871
2022/11/29,13:30,25,33903,1500,12222,6763,13841
2022/11/29,13:45,25,33591,1500,12222,6620,13815
2022/11/29,14:00,0,34056,1500,12222,6412,13769
2022/11/29,14:15,0,33962,1500,12222,6162,13741
2022/11/29,14:30,0,34316,1500,12222,5879,13664
2022/11/29,14:45,0,34251,1500,12222,5543,13569
2022/11/29,15:00,21,34559,1500,12222,5163,13479
2022/11/29,15:15,21,34666,1500,12145,4724,13360
2022/11/29,15:30,21,34603,1500,12107,4248,13235
2022/11/29,15:45,21,34769,1500,12094,3694,13127
2022/11/29,16:00,241,34899,1500,11835,3082,13001
2022/11/29,16:15,241,35246,1500,10845,2382,12856
2022/11/29,16:30,241,35274,1500,10479,1784,12689
2022/11/29,16:45,241,35499,1500,9688,1211,12534
2022/11/29,17:00,326,35729,1500,9025,704,12401
2022/11/29,17:15,326,35917,1625,8332,305,12206
2022/11/29,17:30,326,36241,1750,7608,105,12062
2022/11/29,17:45,326,36456,1875,7070,33,11943
2022/11/29,18:00,339,36646,2000,6846,8,11822
2022/11/29,18:15,339,36946,2000,6360,3,11733
2022/11/29,18:30,339,36963,2000,6431,2,11680
2022/11/29,18:45,339,36800,2000,6547,2,11617
2022/11/29,19:00,323,36721,2000,6615,1,11582
2022/11/29,19:15,323,36672,2000,6733,1,11535
2022/11/29,19:30,323,36519,2000,6802,1,11527
2022/11/29,19:45,323,36324,2000,6882,0,11502
2022/11/29,20:00,324,36295,2000,7099,0,11486
2022/11/29,20:15,324,36308,2000,7060,0,11496
2022/11/29,20:30,324,36287,2000,7048,0,11528
2022/11/29,20:45,324,36348,2000,6989,0,11563
2022/11/29,21:00,304,36329,2000,6889,0,11613
2022/11/29,21:15,304,36414,1875,6986,0,11641
2022/11/29,21:30,304,36312,1750,7236,0,11679
2022/11/29,21:45,304,36191,1625,7501,0,11722
2022/11/29,22:00,255,36080,1500,7704,0,11754
2022/11/29,22:15,255,35869,1375,8064,0,11778
2022/11/29,22:30,255,35729,1250,8363,0,11823
2022/11/29,22:45,255,35555,1125,8675,0,11863
2022/11/29,23:00,238,35391,1000,8997,0,11897
2022/11/29,23:15,238,35141,1000,9099,0,11931
2022/11/29,23:30,238,34971,1000,9190,0,11973
2022/11/29,23:45,238,34878,1000,9260,0,12027
2022/11/29,0:00,270,34601,1000,9465,0,12048
2022/11/30,0:15,270,34895,1000,10047,0,11604
2022/11/30,0:30,270,34845,1000,10052,0,11595
2022/11/30,0:45,270,34944,1000,10050,0,11605
2022/11/30,1:00,268,34960,1000,10060,0,11603
2022/11/30,1:15,268,34872,1000,10098,0,11597
2022/11/30,1:30,268,34807,1000,10122,0,11557
2022/11/30,1:45,268,34783,1000,10126,0,11528
2022/11/30,2:00,258,34844,1000,10109,0,11484
2022/11/30,2:15,258,34803,1000,10137,0,11455
2022/11/30,2:30,258,34775,1000,10179,0,11433
2022/11/30,2:45,258,34758,1000,10174,0,11400
2022/11/30,3:00,277,34702,1000,10211,0,11384
2022/11/30,3:15,277,34700,1000,10184,0,11354
2022/11/30,3:30,277,34697,1000,10177,0,11308
2022/11/30,3:45,277,34671,1000,10145,0,11280
2022/11/30,4:00,268,34686,1000,10141,0,11237
2022/11/30,4:15,268,34763,1000,10076,0,11216
2022/11/30,4:30,268,34764,1000,10061,0,11171
2022/11/30,4:45,268,34818,1000,10048,0,11148
2022/11/30,5:00,246,34885,1000,9981,0,11116
2022/11/30,5:15,246,34976,1000,9851,0,11107
2022/11/30,5:30,246,35036,1000,9735,0,11066
2022/11/30,5:45,246,35127,1000,9554,0,11037
2022/11/30,6:00,227,35284,1000,9319,0,10991
2022/11/30,6:15,227,35412,1000,9229,1,10961
2022/11/30,6:30,227,35406,1000,9163,1,10912
2022/11/30,6:45,227,35564,1000,9058,1,10875
2022/11/30,7:00,265,35569,1000,8956,2,10837
2022/11/30,7:15,265,35652,1125,8805,5,10807
2022/11/30,7:30,265,35745,1250,8548,24,10788
2022/11/30,7:45,265,35798,1375,8504,222,10756
2022/11/30,8:00,179,35709,1500,8726,523,10735
2022/11/30,8:15,179,35637,1625,8821,859,10712
2022/11/30,8:30,179,35465,1750,9143,1332,10682
2022/11/30,8:45,179,35436,1875,9595,1905,10679
2022/11/30,9:00,0,35292,2000,10102,2558,10664
2022/11/30,9:15,0,35373,2000,10677,3233,10697
2022/11/30,9:30,0,35170,2000,11367,3870,10770
2022/11/30,9:45,0,35068,2000,12128,4470,10838
2022/11/30,10:00,0,35062,2000,12205,5029,10947
2022/11/30,10:15,0,34684,2000,12243,5475,11033
2022/11/30,10:30,0,34891,2000,12243,5855,11111
2022/11/30,10:45,0,35174,2000,12243,6173,11191
2022/11/30,11:00,0,35003,2000,12243,6481,11289
2022/11/30,11:15,0,34923,1875,12243,6713,11376
2022/11/30,11:30,0,34985,1750,12243,6871,11458
2022/11/30,11:45,0,34436,1625,12243,7023,11517
2022/11/30,12:00,0,34190,1500,12243,7163,11567
2022/11/30,12:15,0,34327,1500,12243,7217,11607
2022/11/30,12:30,0,34316,1500,12243,7234,11654
2022/11/30,12:45,0,33932,1500,12243,7217,11658
2022/11/30,13:00,0,34216,1500,12243,7200,11666
2022/11/30,13:15,0,33874,1500,12243,7114,11679
2022/11/30,13:30,0,34342,1500,12243,6984,11656
2022/11/30,13:45,0,34249,1500,12243,6851,11615
2022/11/30,14:00,0,34455,1500,12243,6634,11582
2022/11/30,14:15,0,34516,1500,12243,6377,11549
2022/11/30,14:30,0,34720,1500,12243,6065,11456
2022/11/30,14:45,0,34717,1500,12243,5724,11366
2022/11/30,15:00,5,34810,1500,12243,5331,11265
2022/11/30,15:15,5,34899,1500,12166,4886,11164
2022/11/30,15:30,5,34760,1500,12128,4386,11027
2022/11/30,15:45,5,34882,1500,11855,3814,10898
2022/11/30,16:00,242,34923,1500,11148,3169,10756
2022/11/30,16:15,242,35158,1500,10021,2464,10590
2022/11/30,16:30,242,35353,1500,9296,1804,10400
2022/11/30,16:45,242,35669,1500,8111,1189,10203
2022/11/30,17:00,337,35903,1500,7162,648,10037
2022/11/30,17:15,337,36064,1625,6460,265,9865
2022/11/30,17:30,337,36338,1750,5756,85,9784
2022/11/30,17:45,337,36567,1875,5278,24,9724
2022/11/30,18:00,353,36813,2000,5088,9,9668
2022/11/30,18:15,353,36990,2000,4815,3,9648
2022/11/30,18:30,353,36916,2000,5100,2,9646
2022/11/30,18:45,353,36980,2000,5250,2,9647
2022/11/30,19:00,344,36769,2000,5389,1,9649
2022/11/30,19:15,344,36851,2000,5412,1,9665
2022/11/30,19:30,344,36654,2000,5686,1,9679
2022/11/30,19:45,344,36578,2000,5935,0,9696
2022/11/30,20:00,335,36657,2000,5836,0,9715
2022/11/30,20:15,335,36648,2000,5899,0,9729
2022/11/30,20:30,335,36548,2000,6043,0,9784
2022/11/30,20:45,335,36565,2000,6060,0,9824
2022/11/30,21:00,325,36609,2000,6175,0,9862
2022/11/30,21:15,325,36663,1875,6194,0,9900
2022/11/30,21:30,325,36530,1750,6452,0,9924
2022/11/30,21:45,325,36540,1625,6742,0,9958
2022/11/30,22:00,322,36301,1500,7048,0,9986
2022/11/30,22:15,322,36066,1375,7568,0,10038
2022/11/30,22:30,322,35969,1250,7857,0,10071
2022/11/30,22:45,322,35775,1125,8187,0,10102
2022/11/30,23:00,279,35646,1000,8568,0,10134
2022/11/30,23:15,279,35376,1000,8818,0,10146
2022/11/30,23:30,279,35085,1000,9093,0,10169
2022/11/30,23:45,279,35041,1000,9213,0,10192
2022/11/30,0:00,323,34745,1000,9527,0,10170
2022/12/1,0:15,323,34617,2100,6994,0,9046
2022/12/1,0:30,323,34565,2100,7093,0,9046
2022/12/1,0:45,323,34620,2100,7026,0,9041
2022/12/1,1:00,332,34614,2100,7042,0,9072
2022/12/1,1:15,332,34524,2100,7299,0,9104
2022/12/1,1:30,332,34462,2100,7401,0,9118
2022/12/1,1:45,332,34515,2100,7469,0,9140
2022/12/1,2:00,325,34519,2100,7340,0,9118
2022/12/1,2:15,325,34462,2100,7424,0,9123
2022/12/1,2:30,325,34517,2100,7448,0,9126
2022/12/1,2:45,325,34429,2100,7512,0,9118
2022/12/1,3:00,316,34405,2100,7587,0,9121
2022/12/1,3:15,316,34399,2100,7598,0,9134
2022/12/1,3:30,316,34409,2100,7597,0,9157
2022/12/1,3:45,316,34403,2100,7651,0,9187
2022/12/1,4:00,302,34364,2100,7661,0,9238
2022/12/1,4:15,302,34445,2100,7570,0,9233
2022/12/1,4:30,302,34448,2100,7573,0,9234
2022/12/1,4:45,302,34449,2100,7477,0,9244
2022/12/1,5:00,315,34515,2100,7387,0,9246
2022/12/1,5:15,315,34621,2100,7252,0,9243
2022/12/1,5:30,315,34701,2100,7191,0,9216
2022/12/1,5:45,315,34830,2100,7117,0,9191
2022/12/1,6:00,333,34935,2100,6869,0,9174
2022/12/1,6:15,333,35079,2100,6735,1,9095
2022/12/1,6:30,333,35086,2100,6790,1,9062
2022/12/1,6:45,333,35173,2100,6656,1,9045
2022/12/1,7:00,348,35214,2100,6750,1,9020
2022/12/1,7:15,348,35219,2362,6262,4,8990
2022/12/1,7:30,348,35320,2624,5883,17,8964
2022/12/1,7:45,348,35430,2886,5631,149,8953
2022/12/1,8:00,353,35368,3150,5390,396,8932
2022/12/1,8:15,353,35348,3412,5516,731,8851
2022/12/1,8:30,353,35407,3674,5671,1186,8742
2022/12/1,8:45,353,35300,3936,5946,1747,8634
2022/12/1,9:00,290,35320,4200,6231,2383,8521
2022/12/1,9:15,290,35345,4200,6692,3060,8427
2022/12/1,9:30,290,35275,4200,7300,3716,8351
2022/12/1,9:45,290,35158,4200,8066,4325,8294
2022/12/1,10:00,141,35158,4200,8493,4895,8256
2022/12/1,10:15,141,35157,4200,9513,5353,8217
2022/12/1,10:30,141,35170,4200,9402,5749,8168
2022/12/1,10:45,141,35183,4200,9418,6083,8126
2022/12/1,11:00,61,35245,4200,9862,6411,8101
2022/12/1,11:15,61,35361,3938,10301,6647,8100
2022/12/1,11:30,61,35424,3676,10672,6833,8128
2022/12/1,11:45,61,35570,3414,11533,6991,8154
2022/12/1,12:00,0,35393,3150,11932,7122,8193
2022/12/1,12:15,0,35099,3150,11932,7195,8211
2022/12/1,12:30,0,34903,3150,11932,7212,8205
2022/12/1,12:45,0,34900,3150,11932,7197,8190
2022/12/1,13:00,0,34698,3150,11932,7168,8187
2022/12/1,13:15,0,34776,3150,11932,7087,8146
2022/12/1,13:30,0,34525,3150,11693,6958,8077
2022/12/1,13:45,0,34477,3150,11595,6826,8015
2022/12/1,14:00,66,34537,3150,11095,6622,7940
2022/12/1,14:15,66,34560,3150,10818,6372,7837
2022/12/1,14:30,66,34613,3150,10322,6062,7732
2022/12/1,14:45,66,34639,3150,9948,5711,7601
2022/12/1,15:00,313,34742,3150,9316,5316,7476
2022/12/1,15:15,313,34840,3150,8771,4873,7313
2022/12/1,15:30,313,34886,3150,8177,4371,7161
2022/12/1,15:45,313,35005,3150,7439,3791,6991
2022/12/1,16:00,390,35153,3150,6784,3138,6841
2022/12/1,16:15,390,35244,3150,5628,2410,6680
2022/12/1,16:30,390,35486,3150,4359,1747,6540
2022/12/1,16:45,390,35701,3150,3177,1138,6407
2022/12/1,17:00,470,36027,3150,2200,616,6323
2022/12/1,17:15,470,36237,3412,2200,263,6283
2022/12/1,17:30,470,36575,3674,2200,91,6304
2022/12/1,17:45,470,36758,3936,2200,31,6362
2022/12/1,18:00,475,36848,4200,2200,8,6458
2022/12/1,18:15,475,37152,4200,2200,2,6586
2022/12/1,18:30,475,37064,4200,2200,2,6764
2022/12/1,18:45,475,36933,4200,2200,1,6961
2022/12/1,19:00,438,36910,4200,2200,1,7167
2022/12/1,19:15,438,36822,4200,2200,1,7354
2022/12/1,19:30,438,36696,4200,2246,1,7549
2022/12/1,19:45,438,36619,4200,2542,0,7757
2022/12/1,20:00,370,36544,4200,2639,0,7987
2022/12/1,20:15,370,36530,4200,3220,0,8179
2022/12/1,20:30,370,36531,4200,3715,0,8387
2022/12/1,20:45,370,36536,4200,4093,0,8581
2022/12/1,21:00,341,36533,4200,4531,0,8803
2022/12/1,21:15,341,36561,3938,4599,0,9008
2022/12/1,21:30,341,36475,3676,4734,0,9197
2022/12/1,21:45,341,36479,3414,4869,0,9366
2022/12/1,22:00,222,36259,3150,5171,0,9524
2022/12/1,22:15,222,35946,2888,5839,0,9709
2022/12/1,22:30,222,35858,2626,6279,0,9865
2022/12/1,22:45,222,35757,2364,6799,0,10009
2022/12/1,23:00,187,35542,2100,7343,0,10156
2022/12/1,23:15,187,35267,2100,7701,0,10285
2022/12/1,23:30,187,35100,2100,8113,0,10398
2022/12/1,23:45,187,35016,2100,8250,0,10543
2022/12/1,0:00,185,34688,2100,8622,0,10620
2022/12/2,0:15,185,34315,2100,8778,0,11168
2022/12/2,0:30,185,34287,2100,8992,0,11258
2022/12/2,0:45,185,34240,2100,9048,0,11328
2022/12/2,1:00,192,34167,2100,9096,0,11404
2022/12/2,1:15,192,34148,2100,9262,0,11472
