AP,TP,RH,GHI,DHI
0,25.50180626,19.18556786,1.600716829,1.296639323
0,25.31665611,19.91304588,1.546162009,1.204693317
0,25.23351288,20.52551651,1.804059267,1.644062996
0,25.0461235,21.1284256,1.764108181,1.464105129
0,24.93650818,22.04162407,1.666973114,1.373319268
0,25.09588432,22.35447311,1.035520196,0.710251629
0,25.15665436,21.3933239,1.557724118,1.17768383
0,25.10045624,21.6105423,1.244861007,1.06274569
0,24.96752739,20.83538437,1.559426785,1.299530983
0,24.68695831,21.90377045,1.69778204,1.487174153
0,24.53575134,23.50396729,1.611774921,1.35461247
0,24.46489334,22.96557045,1.57271719,1.229825735
0,24.48946381,22.63775826,1.549039006,1.23800528
0,24.4245472,23.26926422,1.58514297,1.245461822
0,24.2463665,23.26026726,1.585789561,1.317967176
0,24.05556297,23.77894592,1.725703001,1.401424408
0,23.86159706,23.63105392,2.310254574,1.930137515
0,23.66021729,23.84285736,2.036336422,1.684296608
0,23.40525055,23.41841125,2.07212615,1.705335855
0,23.20175362,24.03804779,1.989095449,1.667733312
0,23.07989311,24.73208237,1.707829952,1.429799795
0,23.0086174,24.58488083,1.713058472,1.331502199
0,22.96459389,24.00993919,1.637826324,1.393918514
0,22.88811111,24.25049973,1.846975684,1.599999547
0,22.87552834,24.38810921,1.426214576,1.125562549
0,22.97005272,24.42320633,1.248985529,0.919706345
0,22.98608589,25.13692093,1.23920536,0.987635732
0,22.97896957,25.10929108,1.240590453,0.915223718
0,22.92708778,25.95771217,1.442545056,1.204910398
0,22.6369133,25.80640793,1.855794191,1.584529161
0,22.37555695,25.41695023,1.558409333,1.28824532
0,22.14614296,26.23366356,1.731060982,1.37142992
0,21.98507309,26.87062073,1.707411647,1.413959622
0,21.93711662,26.41473389,1.686659813,1.392787933
0,21.87560081,26.24996376,1.747005701,1.401672125
0,21.7070446,26.46332741,1.590976834,1.311566353
0,21.57427979,26.92688751,1.354346037,0.966199577
0,21.54543686,27.58675766,1.703622341,1.337707043
0,21.38768005,28.25230026,1.670986652,1.297746539
0,21.30316162,28.79963875,1.486101151,1.200756907
0,21.39429092,28.89880371,1.422212362,1.039480329
0,21.38238525,28.93550682,1.558411241,1.240862846
0,21.23830032,29.28885841,1.561931252,1.230882883
0,21.20191574,29.89724731,1.722560644,1.3910321
0,21.06579399,30.49970245,1.52853632,1.203305721
0,20.90638161,30.79968262,1.652207375,1.266546369
0,20.80900955,30.55778122,1.193827391,0.909009993
0,20.73988724,30.67763901,1.619021177,1.179580092
0,20.62340355,30.79952621,1.495149374,1.168959022
0,20.55984879,30.89781952,1.207727909,0.89903903
0,20.53168488,30.91726112,1.506042123,1.020089865
0,20.41300392,31.83334923,1.839969158,1.443945408
0,20.35401535,31.47351456,1.287225366,0.951717615
0,20.33453941,31.23507309,1.602845788,1.296996355
0,20.2098732,31.48027992,1.741272926,1.325032353
0,20.19739342,31.60385895,1.296053171,0.917234123
0,20.16286278,31.87032318,1.56681335,1.112831831
0,20.05250549,33.17851639,1.932745337,1.523513556
0,19.9295826,33.43288803,1.904346585,1.539268732
0,19.85494041,32.81403732,1.655309081,1.303608179
0,19.76758766,32.88860703,1.919653058,1.526063919
0,19.72255516,33.34165192,1.386921763,0.935298741
0,19.64516068,33.08357239,1.61751461,1.302230835
0,19.66184998,33.24990463,1.381905794,0.983650863
0,19.6962471,33.17626953,1.494582057,1.159745455
0,19.62119293,33.93746185,1.512846947,1.121135235
0,19.57989502,33.4783783,1.23634541,0.880797148
0,19.4764061,33.7468338,1.390037179,0.961975217
0,19.35395241,34.48479843,1.672531366,1.321799278
0,19.23745537,34.43712616,1.73697114,1.354204416
0,19.22771835,34.61775589,1.210792065,0.841837227
0,19.32571983,35.23251343,1.499139071,1.168284774
0,19.2848587,34.77145767,1.351066828,0.867331922
0,19.28443146,35.73935699,1.243387699,0.837436676
0,19.33258057,35.39092636,1.246487379,0.772269905
0,19.31979179,35.20214844,1.142166734,0.793975115
0,19.16796303,35.11670685,1.273717046,0.941565573
0,19.08457184,36.30281067,1.520831943,1.059842587
0,19.00635529,37.14205933,1.679631352,1.259282231
0,18.93042374,37.97859955,1.755454898,1.42634356
0,18.97775078,38.68473434,1.376334667,0.935594261
0,19.02972031,37.9315567,1.164383054,0.775499344
0,18.97140121,37.03078079,1.24542594,0.893716156
0,18.88781357,37.52298737,1.07484293,0.64832139
0,18.79608154,37.95884705,1.30729866,0.859433293
0,18.73389244,38.23989487,1.231263041,0.885156751
0,18.67499924,39.2171669,1.440693974,1.097031474
0,18.68511009,41.2059021,1.517907381,1.076994538
0,18.66691017,40.00201797,1.41229105,1.106122255
0,18.75553703,39.05586624,1.002025485,0.584908724
0,18.80629349,39.63074493,1.230093837,0.903162718
0,18.83040428,39.07859039,1.269364357,0.898167431
0,18.82978439,40.57894897,1.221804023,0.722488284
0,18.75792503,40.58624649,1.34305346,0.975551844
0,18.71982002,40.63150406,1.491752744,1.056743979
0,18.67138863,41.04711151,1.418866754,1.01780045
0,18.62919998,41.31351471,1.992724657,1.516662359
0,18.61246681,42.15611267,2.457451344,2.004073858
0,18.56277084,41.26657867,3.856933117,3.392007351
0,18.52985001,41.30951691,5.967819214,5.545956135
0,18.51685333,41.52854156,9.336948395,7.74775362
0.0004,18.57444,41.76854706,15.39218903,9.187913895
0.003366667,18.79572296,41.09733963,23.75792694,10.82333374
0.064733326,19.14196205,40.22294617,27.30895615,13.26442814
0.07653334,19.55443573,39.05468369,25.24683189,16.04744339
0.085999988,20.07811737,37.1572113,27.36313248,18.19711876
0.118266657,20.65339661,34.50315857,25.12996292,19.43249702
0.21146664,20.96656418,34.99113464,29.21551132,20.44430923
0.300266713,21.24323273,33.23949051,53.10013199,19.85486603
0.470433354,21.73221588,32.45698929,53.96780396,21.15600014
0.650333345,22.32499123,30.8117485,42.2296257,23.05867767
0.784100056,23.05600929,29.58896255,36.34603882,24.10474777
0.911633313,23.7912674,28.38983154,43.90274048,25.06629562
1.039766669,24.35022545,27.67917633,179.9574127,20.68062782
1.171866655,24.77151489,27.12830544,258.6009216,20.06250381
1.303000093,25.31970024,26.56369209,284.9437561,22.97151566
1.432999969,26.82533264,23.07710266,310.8313599,25.06978989
1.56216681,28.66681671,20.51374245,336.8380432,27.67186356
1.693566561,29.50055695,19.05405807,362.5708313,30.06688881
1.819533467,29.96782684,19.69452477,386.4494934,33.92987061
1.950266719,30.24065018,18.52505684,410.4406433,37.06500244
2.079633474,30.42508316,18.28606796,433.2646484,40.66031647
2.204200029,30.89124489,18.02740479,452.6903076,41.89506912
2.327899694,30.94679642,18.03626442,476.5393677,45.94311523
2.44936657,31.14890099,18.0534153,497.5236816,46.93278503
2.565133572,31.72348404,17.82008743,516.4754639,45.49497604
2.681333542,32.08387756,17.63722801,539.2097168,46.97594452
2.797366619,32.18664551,17.82023048,562.3894043,49.41911316
2.907566547,32.67314529,17.6122303,583.7636108,50.08242416
3.019799948,32.71081161,17.60012054,606.7427979,52.80214691
3.125599623,32.74064636,17.7791729,628.4090576,55.01699829
3.225333452,33.21730042,17.26831627,644.9391479,53.59518051
3.32773304,33.25262451,17.37570381,665.4573364,55.93045807
3.436733723,33.4539566,17.29327583,683.9145508,58.20061111
3.527933359,33.42281342,17.30652237,702.293396,62.48903656
3.608866692,33.83419037,17.12979317,718.5393066,63.20397186
3.706399918,34.14315414,16.53470039,738.5755615,65.7003479
3.806799889,34.00859833,16.77168083,766.3104858,76.28783417
3.900133133,34.36489487,16.18906784,791.381897,82.11747742
3.969033718,34.8204155,15.23374939,803.7919922,73.86075592
4.044366837,34.75989532,15.00342083,823.8533325,75.74450684
4.131999969,34.69913864,14.90883636,843.6431885,78.47896576
4.204100132,35.03500748,14.50830364,858.3209229,76.35823822
4.269766331,35.21068573,14.26177597,873.6800537,76.7021637
4.330332756,35.26330948,14.16777134,888.0463257,76.61270905
4.373933315,35.93564224,13.8345232,898.5047607,72.3342514
4.435500145,35.79738617,13.74999237,916.0529785,74.42447662
4.500366688,35.75426483,13.76258659,932.2828979,75.59532166
4.556666374,35.9326973,13.50286102,945.1500854,76.40914917
4.614500046,35.99152756,13.62886715,957.4494629,76.81043243
4.666866302,36.36254501,13.38405037,967.4648438,76.61286926
4.70870018,36.30839157,13.41142559,981.9934692,77.71477509
4.753466129,36.92972183,12.9346323,988.3430786,75.28178406
4.79223299,36.97069168,12.81754112,1001.122559,76.11405182
4.839599609,36.82465363,12.88209248,1018.174438,80.3680954
4.84789896,36.74508286,12.86616325,1029.010376,81.21231079
4.901267052,37.51446152,12.26019287,1041.812622,81.41897583
4.91809988,37.55327225,12.18288231,1051.019531,81.79949951
4.970933914,37.69799805,12.2080307,1067.211426,88.84328461
5.05063343,37.53078461,11.96678734,1088.317383,97.88952637
5.090100288,37.2706604,12.0137558,1092.565918,95.7957077
5.058767796,37.33580017,11.9496851,1089.123291,87.00644684
5.093533516,37.60897827,11.56451321,1103.94519,93.58200073
5.134399414,37.93300247,11.38397312,1112.472046,92.48677826
5.149066925,38.09501648,11.21564198,1121.348267,93.23945618
5.16033268,37.81021118,11.2254858,1131.688965,95.38341522
5.184566498,38.43432617,10.83840084,1130.754639,90.51994324
5.179800034,37.91127777,11.04545212,1135.01416,94.78105164
5.156100273,38.16518021,10.70659542,1133.208008,90.93935394
5.176566124,39.00032043,9.907200813,1138.655762,89.74205017
5.219034195,38.92660522,9.22443676,1148.453857,96.1521225
5.218333244,38.84188843,9.483073235,1145.580688,90.94441223
5.191800117,38.69171143,9.831460953,1140.284912,89.2177124
5.266200066,38.51832581,9.81846714,1146.550537,96.59212494
5.305533886,38.72960663,9.992978096,1146.148926,95.38748932
5.237133503,38.52006912,10.04103279,1133.384155,85.55258942
5.191566467,39.00291443,9.88045311,1129.744141,86.17501831
5.209800243,39.15395355,9.759828568,1135.64563,93.49810028
5.182866096,38.49615097,9.943983078,1131.021606,92.33769989
5.114599705,38.88119888,9.802557945,1113.593262,84.1964035
5.186933517,39.71731186,9.404159546,1108.686523,86.96381378
5.20186615,38.9711113,9.65124321,1108.504272,92.27059174
5.143266678,39.05504227,9.682554245,1093.879639,82.82152557
5.146866798,39.53215027,9.419070244,1090.923584,86.08703613
5.126866341,39.22750473,9.411015511,1090.371704,87.17110443
5.102232933,39.54113007,9.450063705,1078.999512,83.4196701
5.074066639,39.30413437,9.595438957,1067.112915,81.64629364
5.005067348,39.26435089,9.640702248,1056.563354,76.20075226
5.013933182,39.22734833,9.609246254,1055.112549,85.57659912
5.015933037,39.66226959,9.499588966,1048.161011,89.85354614
4.996599197,39.33873367,9.435716629,1037.598511,88.07106781
4.925400734,39.3339653,9.585957527,1020.869751,81.60303497
4.86276722,39.61262894,9.498638153,1007.180908,77.62667847
4.812800407,39.78503036,9.409265518,996.0739746,79.54703522
4.751599789,39.97411728,9.340057373,983.4917603,79.00325775
4.668833733,40.062603,9.267467499,970.9591675,81.43955231
4.615899563,39.86851883,9.408758163,959.7940674,84.63098907
4.595532894,40.06898499,9.311950684,948.1812744,93.39399719
4.573800564,39.87495041,9.371379852,937.8578491,100.87323
4.523333073,39.59137344,9.52889061,926.3375244,101.4688187
4.495433331,39.84178162,9.354406357,915.5917969,97.43776703
4.473267078,40.17823792,9.093622208,897.125,91.47085571
4.407599926,40.60538101,8.953988075,876.6159668,84.78927612
4.259900093,40.61347198,8.951958656,858.7977295,79.85326385
4.195399761,40.89195633,8.839438438,845.6435547,81.66551971
4.137033463,40.56520462,8.868747711,830.3623657,83.02145386
4.131799698,40.21802521,9.019517899,825.083252,91.6659317
4.062999725,39.86258316,9.117307663,807.1494141,86.14955139
3.951066732,40.17549515,9.01224041,786.6469727,79.62149048
3.86743331,40.17593384,8.874821663,769.7821655,80.35374451
3.77519989,40.17325592,8.827608109,748.3449707,74.73996735
2.663133144,40.50286484,8.72895813,563.1851807,71.49536133
3.583733559,39.64992905,9.08208847,688.163147,74.91272736
3.590533018,39.88030243,9.225075722,682.4414673,79.96643066
3.552933455,39.98194504,9.213970184,682.850647,99.27952576
3.448800325,39.84063339,9.360515594,664.130127,93.99543762
3.324299574,40.22854614,9.219376564,628.3779907,76.65258026
3.286200285,40.00514603,9.18870163,619.8430786,82.93641663
3.259933472,39.57256317,9.364302635,613.4042358,91.27801514
2.644666433,39.44300461,9.60020256,553.4365845,92.49534607
2.963299751,39.66296768,9.469313622,558.7813721,81.02887726
2.837166548,39.58919525,9.452027321,541.6019897,81.73390198
2.802966833,39.58484268,9.475881577,541.2442017,96.99568176
2.75246644,39.54411316,9.519338608,531.4857788,100.8446808
2.594933271,39.66181564,9.398163795,501.8138428,101.54496
2.382833481,39.79223633,9.457565308,460.2404785,80.30269623
